SoortMisdrijf,RegioS,Perioden,Unnamed: 0,ID,TotaalGeregistreerdeMisdrijven_1,GeregistreerdeMisdrijvenRelatief_2,GeregistreerdeMisdrijvenPer1000Inw_3,TotaalOpgehelderdeMisdrijven_4,OpgehelderdeMisdrijvenRelatief_5,RegistratiesVanVerdachten_6
Verkeersmisdrijven,Utrecht (PV),2010,3008907,3008907,17565.0,19.0,14.299999999999999,8300.0,716.0,8355.0
Verkeersmisdrijven,Utrecht (PV),2011,3008916,3008916,17885.0,19.0,14.499999999999998,7960.0,698.0,8020.0
Verkeersmisdrijven,Utrecht (PV),2012,3008925,3008925,16695.0,19.0,13.399999999999999,6960.0,677.4000000000001,6980.0
Verkeersmisdrijven,Utrecht (PV),2013,3008934,3008934,17380.0,21.0,13.999999999999998,6790.0,675.5,6790.0
Verkeersmisdrijven,Utrecht (PV),2014,3008943,3008943,16850.0,21.0,13.400000000000002,6345.0,643.1999999999999,6365.0
Verkeersmisdrijven,Utrecht (PV),2015,3008952,3008952,16050.0,21.0,12.599999999999998,5740.0,605.2,5750.0
Verkeersmisdrijven,Utrecht (PV),2016,3008961,3008961,15505.0,20.0,12.200000000000001,5335.0,640.6,5370.0
Verkeersmisdrijven,Utrecht (PV),2017,3008970,3008970,14665.0,22.0,11.299999999999999,5100.0,555.6999999999999,5130.0
Verkeersmisdrijven,Utrecht (PV),2018,3008979,3008979,16780.0,27.0,12.899999999999999,6220.0,614.1,6265.0
Verkeersmisdrijven,Utrecht (PV),2019,3008988,3008988,18745.0,28.0,14.0,7415.0,656.4,7420.0
Verkeersmisdrijven,Utrecht (PV),2020,3008997,3008997,15995.0,25.0,11.700000000000001,6115.0,610.1,6165.0
Verkeersmisdrijven,Zeeland (PV),2010,3009204,3009204,6155.0,27.0,15.799999999999999,3695.0,597.7,3710.0
Verkeersmisdrijven,Zeeland (PV),2011,3009213,3009213,6540.0,29.0,16.8,3485.0,692.4,3485.0
Verkeersmisdrijven,Zeeland (PV),2012,3009222,3009222,6030.0,28.0,15.4,3085.0,611.6999999999999,3095.0
Verkeersmisdrijven,Zeeland (PV),2013,3009231,3009231,5780.0,29.0,14.8,2920.0,614.4000000000001,2950.0
Verkeersmisdrijven,Zeeland (PV),2014,3009240,3009240,5465.0,30.0,13.9,2785.0,570.6,2810.0
Verkeersmisdrijven,Zeeland (PV),2015,3009249,3009249,4855.0,28.0,12.299999999999999,2210.0,675.5,2225.0
Verkeersmisdrijven,Zeeland (PV),2016,3009258,3009258,4545.0,29.0,11.5,2020.0,524.9,2020.0
Verkeersmisdrijven,Zeeland (PV),2017,3009267,3009267,4595.0,33.0,11.5,2085.0,602.6,2100.0
Verkeersmisdrijven,Zeeland (PV),2018,3009276,3009276,4950.0,39.0,12.700000000000001,2680.0,624.0999999999999,2665.0
Verkeersmisdrijven,Zeeland (PV),2019,3009285,3009285,5190.0,38.0,13.3,2860.0,627.7,2885.0
Verkeersmisdrijven,Zeeland (PV),2020,3009294,3009294,4775.0,33.0,12.100000000000001,2540.0,609.0,2550.0
Verkeersmisdrijven,Zuid-Holland (PV),2010,3009105,3009105,79290.0,27.0,22.500000000000004,41100.0,682.1999999999999,36800.0
Verkeersmisdrijven,Zuid-Holland (PV),2011,3009114,3009114,85200.0,29.0,24.200000000000003,41895.0,701.1,37095.0
Verkeersmisdrijven,Zuid-Holland (PV),2012,3009123,3009123,80550.0,30.0,22.599999999999998,39175.0,689.1999999999999,34785.0
Verkeersmisdrijven,Zuid-Holland (PV),2013,3009132,3009132,77530.0,30.0,21.7,36660.0,684.9,31760.0
Verkeersmisdrijven,Zuid-Holland (PV),2014,3009141,3009141,69850.0,29.0,19.5,31980.0,660.0999999999999,31640.0
Verkeersmisdrijven,Zuid-Holland (PV),2015,3009150,3009150,62875.0,28.0,17.400000000000002,25725.0,678.4999999999999,25890.0
Verkeersmisdrijven,Zuid-Holland (PV),2016,3009159,3009159,63735.0,30.0,17.400000000000002,25455.0,660.6999999999999,25610.0
Verkeersmisdrijven,Zuid-Holland (PV),2017,3009168,3009168,61535.0,32.0,16.7,23125.0,658.4,23195.0
Verkeersmisdrijven,Zuid-Holland (PV),2018,3009177,3009177,64160.0,35.0,17.4,24610.0,668.9,24710.0
Verkeersmisdrijven,Zuid-Holland (PV),2019,3009186,3009186,65655.0,33.0,17.700000000000003,25025.0,680.4000000000001,24900.0
Verkeersmisdrijven,Zuid-Holland (PV),2020,3009195,3009195,59850.0,31.0,16.2,22515.0,640.0000000000001,22060.0
Vermogensmisdrijven,Drenthe (PV),2010,410234,410234,14440.0,55.0,29.2,2485.0,372.8,3295.0
Vermogensmisdrijven,Drenthe (PV),2011,410240,410240,14805.0,56.0,29.9,2620.0,275.9,3465.0
Vermogensmisdrijven,Drenthe (PV),2012,410246,410246,14305.0,56.0,28.9,2485.0,309.2,3360.0
Vermogensmisdrijven,Drenthe (PV),2013,410252,410252,13530.0,58.0,27.3,2240.0,251.9,3070.0
Vermogensmisdrijven,Drenthe (PV),2014,410258,410258,12090.0,56.0,24.599999999999998,2190.0,256.7,3245.0
Vermogensmisdrijven,Drenthe (PV),2015,410264,410264,11840.0,59.0,24.099999999999998,2140.0,321.2,3140.0
Vermogensmisdrijven,Drenthe (PV),2016,410270,410270,11095.0,59.0,22.5,1905.0,227.2,2820.0
Vermogensmisdrijven,Drenthe (PV),2017,410276,410276,9415.0,56.0,18.9,1715.0,315.0,2305.0
Vermogensmisdrijven,Drenthe (PV),2018,410282,410282,8615.0,55.0,17.4,1530.0,199.5,2245.0
Vermogensmisdrijven,Drenthe (PV),2019,410288,410288,9665.0,56.0,19.6,1615.0,205.6,2265.0
Vermogensmisdrijven,Drenthe (PV),2020,410294,410294,10340.0,58.0,20.8,1320.0,169.0,2080.0
Vermogensmisdrijven,Flevoland (PV),2010,410366,410366,14260.0,55.0,36.699999999999996,2500.0,247.6,3620.0
Vermogensmisdrijven,Flevoland (PV),2011,410372,410372,14965.0,57.0,38.099999999999994,2590.0,265.8,3590.0
Vermogensmisdrijven,Flevoland (PV),2012,410378,410378,15295.0,59.0,38.599999999999994,2550.0,237.70000000000002,3535.0
Vermogensmisdrijven,Flevoland (PV),2013,410384,410384,16290.0,62.0,40.8,2715.0,237.89999999999998,3745.0
Vermogensmisdrijven,Flevoland (PV),2014,410390,410390,13515.0,58.0,33.5,2750.0,334.5,3705.0
Vermogensmisdrijven,Flevoland (PV),2015,410396,410396,13035.0,61.0,32.3,2510.0,236.8,3265.0
Vermogensmisdrijven,Flevoland (PV),2016,410402,410402,12145.0,58.0,29.900000000000002,2270.0,223.7,3010.0
Vermogensmisdrijven,Flevoland (PV),2017,410408,410408,10585.0,56.0,25.6,2355.0,153.39999999999998,3085.0
Vermogensmisdrijven,Flevoland (PV),2018,410414,410414,10320.0,57.0,24.900000000000002,2235.0,310.1,2935.0
Vermogensmisdrijven,Flevoland (PV),2019,410420,410420,10805.0,56.0,25.799999999999997,2330.0,227.8,3175.0
Vermogensmisdrijven,Flevoland (PV),2020,410426,410426,10770.0,57.0,25.2,1925.0,184.70000000000002,2800.0
Vermogensmisdrijven,Fryslân (PV),2010,410168,410168,15960.0,50.0,24.7,3505.0,198.1,4345.0
Vermogensmisdrijven,Fryslân (PV),2011,410174,410174,15970.0,50.0,24.599999999999998,3205.0,289.7,4020.0
Vermogensmisdrijven,Fryslân (PV),2012,410180,410180,15555.0,52.0,24.0,3060.0,232.89999999999998,3825.0
Vermogensmisdrijven,Fryslân (PV),2013,410186,410186,15750.0,54.0,24.2,2925.0,248.4,3780.0
Vermogensmisdrijven,Fryslân (PV),2014,410192,410192,15535.0,56.0,24.0,3090.0,250.3,3930.0
Vermogensmisdrijven,Fryslân (PV),2015,410198,410198,15305.0,57.0,23.599999999999998,3085.0,285.4,4160.0
Vermogensmisdrijven,Fryslân (PV),2016,410204,410204,14000.0,56.0,21.5,2585.0,293.3,3365.0
Vermogensmisdrijven,Fryslân (PV),2017,410210,410210,11345.0,53.0,17.3,2505.0,250.39999999999998,3260.0
Vermogensmisdrijven,Fryslân (PV),2018,410216,410216,11635.0,53.0,17.8,2625.0,351.5,3415.0
Vermogensmisdrijven,Fryslân (PV),2019,410222,410222,11465.0,52.0,17.599999999999998,2600.0,347.0,3475.0
Vermogensmisdrijven,Fryslân (PV),2020,410228,410228,11530.0,53.0,17.599999999999998,2045.0,150.5,3110.0
Vermogensmisdrijven,Gelderland (PV),2010,410432,410432,77655.0,60.0,38.8,10825.0,240.7,14565.0
Vermogensmisdrijven,Gelderland (PV),2011,410438,410438,77455.0,61.0,38.599999999999994,10160.0,218.10000000000002,13480.0
Vermogensmisdrijven,Gelderland (PV),2012,410444,410444,75305.0,63.0,37.5,10065.0,265.4,13575.0
Vermogensmisdrijven,Gelderland (PV),2013,410450,410450,72755.0,65.0,36.2,10560.0,283.0,14375.0
Vermogensmisdrijven,Gelderland (PV),2014,410456,410456,63825.0,63.0,31.6,10340.0,188.1,13730.0
Vermogensmisdrijven,Gelderland (PV),2015,410462,410462,59610.0,63.0,29.400000000000002,9755.0,309.9,12945.0
Vermogensmisdrijven,Gelderland (PV),2016,410468,410468,58060.0,63.0,28.500000000000004,9535.0,299.2,12270.0
Vermogensmisdrijven,Gelderland (PV),2017,410474,410474,49480.0,61.0,24.200000000000003,8585.0,311.79999999999995,11105.0
Vermogensmisdrijven,Gelderland (PV),2018,410480,410480,45210.0,59.0,21.900000000000002,8430.0,317.20000000000005,10835.0
Vermogensmisdrijven,Gelderland (PV),2019,410486,410486,48285.0,58.0,23.200000000000003,8855.0,298.7,11560.0
Vermogensmisdrijven,Gelderland (PV),2020,410492,410492,50000.0,60.0,24.000000000000004,7880.0,181.8,11445.0
Vermogensmisdrijven,Groningen (PV),2010,410102,410102,21600.0,57.0,37.4,4575.0,266.7,6185.0
Vermogensmisdrijven,Groningen (PV),2011,410108,410108,21200.0,57.0,36.6,4520.0,275.1,5925.0
Vermogensmisdrijven,Groningen (PV),2012,410114,410114,20905.0,58.0,35.800000000000004,4085.0,283.1,5240.0
Vermogensmisdrijven,Groningen (PV),2013,410120,410120,21365.0,62.0,36.599999999999994,4135.0,240.3,5360.0
Vermogensmisdrijven,Groningen (PV),2014,410126,410126,18480.0,61.0,31.7,3490.0,218.2,4475.0
Vermogensmisdrijven,Groningen (PV),2015,410132,410132,18890.0,62.0,32.2,3410.0,292.1,4465.0
Vermogensmisdrijven,Groningen (PV),2016,410138,410138,18670.0,63.0,31.9,2975.0,179.3,3845.0
Vermogensmisdrijven,Groningen (PV),2017,410144,410144,14300.0,56.0,24.4,2825.0,237.89999999999998,3690.0
Vermogensmisdrijven,Groningen (PV),2018,410150,410150,13650.0,57.0,23.2,2915.0,298.8,3795.0
Vermogensmisdrijven,Groningen (PV),2019,410156,410156,14115.0,56.0,24.0,2990.0,229.10000000000002,4010.0
Vermogensmisdrijven,Groningen (PV),2020,410162,410162,13175.0,55.0,22.3,2070.0,157.0,3190.0
Vermogensmisdrijven,Limburg (PV),2010,410828,410828,50235.0,58.0,44.699999999999996,6950.0,234.0,9575.0
Vermogensmisdrijven,Limburg (PV),2011,410834,410834,54070.0,62.0,48.099999999999994,6820.0,232.79999999999998,9070.0
Vermogensmisdrijven,Limburg (PV),2012,410840,410840,51675.0,62.0,45.9,6600.0,243.29999999999998,8845.0
Vermogensmisdrijven,Limburg (PV),2013,410846,410846,48445.0,62.0,43.099999999999994,6205.0,241.9,8035.0
Vermogensmisdrijven,Limburg (PV),2014,410852,410852,47140.0,63.0,42.0,5845.0,294.4,7520.0
Vermogensmisdrijven,Limburg (PV),2015,410858,410858,44625.0,65.0,39.8,5820.0,247.3,7540.0
Vermogensmisdrijven,Limburg (PV),2016,410864,410864,40295.0,64.0,36.0,5640.0,190.0,7290.0
Vermogensmisdrijven,Limburg (PV),2017,410870,410870,35140.0,62.0,31.400000000000002,5045.0,297.0,6515.0
Vermogensmisdrijven,Limburg (PV),2018,410876,410876,31510.0,60.0,28.0,5095.0,290.0,6610.0
Vermogensmisdrijven,Limburg (PV),2019,410882,410882,31755.0,58.0,28.4,5245.0,232.7,6885.0
Vermogensmisdrijven,Limburg (PV),2020,410888,410888,29935.0,59.0,26.800000000000004,4450.0,233.5,6350.0
Vermogensmisdrijven,Niet in te delen (PV),2010,410894,410894,1575.0,65.0,0.0,245.0,85.6,325.0
Vermogensmisdrijven,Niet in te delen (PV),2011,410900,410900,1240.0,58.0,0.0,155.0,112.0,190.0
Vermogensmisdrijven,Niet in te delen (PV),2012,410906,410906,1000.0,58.0,0.0,140.0,112.8,190.0
Vermogensmisdrijven,Niet in te delen (PV),2013,410912,410912,825.0,59.0,0.0,130.0,90.4,165.0
Vermogensmisdrijven,Niet in te delen (PV),2014,410918,410918,905.0,64.0,0.0,145.0,179.6,190.0
Vermogensmisdrijven,Niet in te delen (PV),2015,410924,410924,690.0,40.0,0.0,85.0,123.8,140.0
Vermogensmisdrijven,Niet in te delen (PV),2016,410930,410930,580.0,52.0,0.0,70.0,182.0,110.0
Vermogensmisdrijven,Niet in te delen (PV),2017,410936,410936,895.0,54.0,0.0,80.0,108.5,120.0
Vermogensmisdrijven,Niet in te delen (PV),2018,410942,410942,885.0,51.0,0.0,65.0,131.0,105.0
Vermogensmisdrijven,Niet in te delen (PV),2019,410948,410948,1060.0,55.0,0.0,65.0,172.0,95.0
Vermogensmisdrijven,Niet in te delen (PV),2020,410954,410954,380.0,41.0,0.0,40.0,195.1,70.0
Vermogensmisdrijven,Noord-Brabant (PV),2010,410762,410762,105830.0,61.0,43.3,14260.0,313.8,19065.0
Vermogensmisdrijven,Noord-Brabant (PV),2011,410768,410768,106550.0,61.0,43.3,13340.0,263.1,17810.0
Vermogensmisdrijven,Noord-Brabant (PV),2012,410774,410774,107125.0,63.0,43.5,13520.0,294.6,17780.0
Vermogensmisdrijven,Noord-Brabant (PV),2013,410780,410780,105600.0,65.0,42.8,14165.0,307.8,18805.0
Vermogensmisdrijven,Noord-Brabant (PV),2014,410786,410786,96620.0,64.0,39.0,13135.0,285.0,17165.0
Vermogensmisdrijven,Noord-Brabant (PV),2015,410792,410792,92675.0,64.0,37.2,12510.0,281.1,16455.0
Vermogensmisdrijven,Noord-Brabant (PV),2016,410798,410798,83435.0,62.0,33.4,11540.0,287.09999999999997,14720.0
Vermogensmisdrijven,Noord-Brabant (PV),2017,410804,410804,71205.0,60.0,28.3,10545.0,272.6,13635.0
Vermogensmisdrijven,Noord-Brabant (PV),2018,410810,410810,65775.0,58.0,26.000000000000004,10790.0,267.4,13805.0
Vermogensmisdrijven,Noord-Brabant (PV),2019,410816,410816,68485.0,57.0,26.900000000000002,11685.0,311.1,15195.0
Vermogensmisdrijven,Noord-Brabant (PV),2020,410822,410822,71550.0,59.0,27.9,9925.0,238.8,14140.0
Vermogensmisdrijven,Noord-Holland (PV),2010,410564,410564,150920.0,64.0,56.6,22040.0,255.90000000000003,30315.0
Vermogensmisdrijven,Noord-Holland (PV),2011,410570,410570,152830.0,65.0,56.7,23250.0,252.7,31480.0
Vermogensmisdrijven,Noord-Holland (PV),2012,410576,410576,149325.0,66.0,55.0,22080.0,246.5,29385.0
Vermogensmisdrijven,Noord-Holland (PV),2013,410582,410582,151540.0,68.0,55.6,21705.0,238.3,29435.0
Vermogensmisdrijven,Noord-Holland (PV),2014,410588,410588,138635.0,67.0,50.5,21735.0,290.2,28580.0
Vermogensmisdrijven,Noord-Holland (PV),2015,410594,410594,137665.0,68.0,49.800000000000004,20040.0,268.70000000000005,26450.0
Vermogensmisdrijven,Noord-Holland (PV),2016,410600,410600,125750.0,66.0,45.1,18295.0,297.20000000000005,23585.0
Vermogensmisdrijven,Noord-Holland (PV),2017,410606,410606,112165.0,65.0,39.9,16870.0,276.1,21930.0
Vermogensmisdrijven,Noord-Holland (PV),2018,410612,410612,104480.0,64.0,37.0,16570.0,273.1,21630.0
Vermogensmisdrijven,Noord-Holland (PV),2019,410618,410618,105955.0,63.0,37.1,17250.0,231.4,22910.0
Vermogensmisdrijven,Noord-Holland (PV),2020,410624,410624,97055.0,62.0,33.800000000000004,13345.0,195.4,19120.0
Vermogensmisdrijven,Overijssel (PV),2010,410300,410300,36855.0,57.0,32.6,6020.0,233.0,8000.0
Vermogensmisdrijven,Overijssel (PV),2011,410306,410306,37430.0,57.0,32.900000000000006,6310.0,324.6,8135.0
Vermogensmisdrijven,Overijssel (PV),2012,410312,410312,37375.0,59.0,32.800000000000004,6455.0,350.1,8435.0
Vermogensmisdrijven,Overijssel (PV),2013,410318,410318,37990.0,62.0,33.300000000000004,6255.0,332.8,8015.0
Vermogensmisdrijven,Overijssel (PV),2014,410324,410324,32900.0,61.0,28.8,5365.0,264.1,7065.0
Vermogensmisdrijven,Overijssel (PV),2015,410330,410330,31345.0,62.0,27.400000000000002,5275.0,330.0,6725.0
Vermogensmisdrijven,Overijssel (PV),2016,410336,410336,30090.0,62.0,26.3,4945.0,273.6,6230.0
Vermogensmisdrijven,Overijssel (PV),2017,410342,410342,25570.0,59.0,22.2,4770.0,219.59999999999997,6115.0
Vermogensmisdrijven,Overijssel (PV),2018,410348,410348,23990.0,57.0,20.7,4665.0,284.8,5905.0
Vermogensmisdrijven,Overijssel (PV),2019,410354,410354,24320.0,56.0,20.900000000000002,4925.0,278.1,6455.0
Vermogensmisdrijven,Overijssel (PV),2020,410360,410360,25720.0,58.0,22.000000000000004,4500.0,190.60000000000002,6540.0
Vermogensmisdrijven,Utrecht (PV),2010,410498,410498,59615.0,66.0,48.8,8335.0,236.4,10830.0
Vermogensmisdrijven,Utrecht (PV),2011,410504,410504,56565.0,66.0,46.0,7985.0,247.10000000000002,10225.0
Vermogensmisdrijven,Utrecht (PV),2012,410510,410510,54635.0,67.0,44.1,8165.0,261.4,10730.0
Vermogensmisdrijven,Utrecht (PV),2013,410516,410516,53475.0,67.0,42.8,7995.0,318.8,10450.0
Vermogensmisdrijven,Utrecht (PV),2014,410522,410522,50515.0,67.0,40.2,7595.0,285.9,9915.0
Vermogensmisdrijven,Utrecht (PV),2015,410528,410528,50290.0,68.0,39.800000000000004,6925.0,271.9,9185.0
Vermogensmisdrijven,Utrecht (PV),2016,410534,410534,49190.0,68.0,38.6,6510.0,288.4,8435.0
Vermogensmisdrijven,Utrecht (PV),2017,410540,410540,45365.0,68.0,35.3,6090.0,268.20000000000005,7870.0
Vermogensmisdrijven,Utrecht (PV),2018,410546,410546,41515.0,65.0,32.0,5770.0,281.9,7675.0
Vermogensmisdrijven,Utrecht (PV),2019,410552,410552,41790.0,64.0,31.200000000000003,5465.0,198.3,7235.0
Vermogensmisdrijven,Utrecht (PV),2020,410558,410558,41830.0,65.0,30.8,4785.0,227.3,6680.0
Vermogensmisdrijven,Zeeland (PV),2010,410696,410696,11490.0,52.0,30.0,1790.0,216.4,2440.0
Vermogensmisdrijven,Zeeland (PV),2011,410702,410702,11450.0,50.0,29.8,1845.0,219.8,2470.0
Vermogensmisdrijven,Zeeland (PV),2012,410708,410708,10700.0,51.0,27.8,1775.0,180.60000000000002,2320.0
Vermogensmisdrijven,Zeeland (PV),2013,410714,410714,9935.0,51.0,25.8,1755.0,264.5,2315.0
Vermogensmisdrijven,Zeeland (PV),2014,410720,410720,8740.0,50.0,22.6,1530.0,214.6,2060.0
Vermogensmisdrijven,Zeeland (PV),2015,410726,410726,8750.0,51.0,22.7,1595.0,325.2,2215.0
Vermogensmisdrijven,Zeeland (PV),2016,410732,410732,8320.0,53.0,21.6,1535.0,239.10000000000002,2010.0
Vermogensmisdrijven,Zeeland (PV),2017,410738,410738,6760.0,49.0,17.4,1525.0,254.29999999999998,2030.0
Vermogensmisdrijven,Zeeland (PV),2018,410744,410744,6020.0,47.0,15.4,1555.0,261.1,2195.0
Vermogensmisdrijven,Zeeland (PV),2019,410750,410750,6465.0,48.0,16.5,1525.0,242.7,2070.0
Vermogensmisdrijven,Zeeland (PV),2020,410756,410756,7315.0,51.0,18.6,1325.0,181.3,2055.0
Vermogensmisdrijven,Zuid-Holland (PV),2010,410630,410630,162500.0,59.0,46.3,27570.0,288.0,37935.0
Vermogensmisdrijven,Zuid-Holland (PV),2011,410636,410636,166490.0,58.0,47.2,28680.0,265.4,39730.0
Vermogensmisdrijven,Zuid-Holland (PV),2012,410642,410642,159190.0,59.0,44.800000000000004,28195.0,306.1,38520.0
Vermogensmisdrijven,Zuid-Holland (PV),2013,410648,410648,151520.0,60.0,42.5,27705.0,314.4,37960.0
Vermogensmisdrijven,Zuid-Holland (PV),2014,410654,410654,141830.0,60.0,39.6,25820.0,334.8,34765.0
Vermogensmisdrijven,Zuid-Holland (PV),2015,410660,410660,138440.0,62.0,38.4,24090.0,300.20000000000005,31960.0
Vermogensmisdrijven,Zuid-Holland (PV),2016,410666,410666,133100.0,61.0,36.800000000000004,21820.0,316.4,28200.0
Vermogensmisdrijven,Zuid-Holland (PV),2017,410672,410672,117870.0,60.0,32.300000000000004,20050.0,293.9,25630.0
Vermogensmisdrijven,Zuid-Holland (PV),2018,410678,410678,102585.0,56.0,27.900000000000002,17995.0,274.4,23310.0
Vermogensmisdrijven,Zuid-Holland (PV),2019,410684,410684,108510.0,57.0,29.400000000000002,18775.0,276.6,24790.0
Vermogensmisdrijven,Zuid-Holland (PV),2020,410690,410690,111770.0,58.0,30.000000000000004,14690.0,186.89999999999998,20825.0
Vernieling en beschadiging,Drenthe (PV),2010,663564,663564,13260.0,51.0,26.9,2000.0,83.1,2720.0
Vernieling en beschadiging,Drenthe (PV),2011,663570,663570,13000.0,49.0,26.400000000000006,2020.0,92.2,2875.0
Vernieling en beschadiging,Drenthe (PV),2012,663576,663576,13280.0,53.0,27.0,2970.0,130.89999999999998,3710.0
Vernieling en beschadiging,Drenthe (PV),2013,663582,663582,10880.0,46.0,22.099999999999998,2105.0,91.00000000000001,2725.0
Vernieling en beschadiging,Drenthe (PV),2014,663588,663588,10490.0,48.0,21.3,1725.0,128.5,2475.0
Vernieling en beschadiging,Drenthe (PV),2015,663594,663594,8665.0,42.0,17.5,1230.0,135.4,1675.0
Vernieling en beschadiging,Drenthe (PV),2016,663600,663600,7590.0,41.0,15.5,1105.0,115.39999999999999,1430.0
Vernieling en beschadiging,Drenthe (PV),2017,663606,663606,6430.0,39.0,13.0,1040.0,94.7,1365.0
Vernieling en beschadiging,Drenthe (PV),2018,663612,663612,5960.0,38.0,11.900000000000002,990.0,84.9,1510.0
Vernieling en beschadiging,Drenthe (PV),2019,663618,663618,6540.0,38.0,13.2,1000.0,71.7,1295.0
Vernieling en beschadiging,Drenthe (PV),2020,663624,663624,7155.0,40.0,14.399999999999999,890.0,74.5,1375.0
Vernieling en beschadiging,Flevoland (PV),2010,663696,663696,13185.0,50.0,33.699999999999996,1605.0,63.8,2125.0
Vernieling en beschadiging,Flevoland (PV),2011,663702,663702,12930.0,49.0,32.9,1570.0,51.60000000000001,2140.0
Vernieling en beschadiging,Flevoland (PV),2012,663708,663708,10450.0,40.0,26.1,1395.0,59.800000000000004,1965.0
Vernieling en beschadiging,Flevoland (PV),2013,663714,663714,9050.0,35.0,22.6,1335.0,81.1,1780.0
Vernieling en beschadiging,Flevoland (PV),2014,663720,663720,9375.0,40.0,23.299999999999997,1260.0,102.0,1560.0
Vernieling en beschadiging,Flevoland (PV),2015,663726,663726,7575.0,34.0,18.7,1050.0,113.0,1310.0
Vernieling en beschadiging,Flevoland (PV),2016,663732,663732,7525.0,36.0,18.6,1230.0,98.19999999999999,1490.0
Vernieling en beschadiging,Flevoland (PV),2017,663738,663738,6575.0,35.0,16.0,1095.0,84.9,1340.0
Vernieling en beschadiging,Flevoland (PV),2018,663744,663744,6030.0,32.0,14.4,1255.0,119.49999999999999,1460.0
Vernieling en beschadiging,Flevoland (PV),2019,663750,663750,6600.0,34.0,15.700000000000003,1470.0,178.0,1760.0
Vernieling en beschadiging,Flevoland (PV),2020,663756,663756,6810.0,37.0,16.0,1225.0,86.1,1620.0
Vernieling en beschadiging,Fryslân (PV),2010,663498,663498,17960.0,57.0,27.800000000000004,3030.0,87.0,3710.0
Vernieling en beschadiging,Fryslân (PV),2011,663504,663504,18130.0,57.0,27.900000000000002,3225.0,96.4,4290.0
Vernieling en beschadiging,Fryslân (PV),2012,663510,663510,16115.0,53.0,24.700000000000003,2610.0,125.4,3415.0
Vernieling en beschadiging,Fryslân (PV),2013,663516,663516,13795.0,48.0,21.1,2485.0,137.70000000000002,3390.0
Vernieling en beschadiging,Fryslân (PV),2014,663522,663522,12610.0,45.0,19.5,2185.0,90.2,2600.0
Vernieling en beschadiging,Fryslân (PV),2015,663528,663528,11555.0,43.0,17.7,2140.0,118.5,2635.0
Vernieling en beschadiging,Fryslân (PV),2016,663534,663534,10175.0,41.0,15.600000000000001,1910.0,98.4,2465.0
Vernieling en beschadiging,Fryslân (PV),2017,663540,663540,9195.0,43.0,13.999999999999998,1850.0,162.1,2535.0
Vernieling en beschadiging,Fryslân (PV),2018,663546,663546,8815.0,40.0,13.5,2170.0,146.70000000000002,2860.0
Vernieling en beschadiging,Fryslân (PV),2019,663552,663552,9330.0,42.0,14.3,2155.0,154.20000000000002,2965.0
Vernieling en beschadiging,Fryslân (PV),2020,663558,663558,9995.0,45.0,15.2,1570.0,99.20000000000002,2245.0
Vernieling en beschadiging,Gelderland (PV),2010,663762,663762,56795.0,44.0,28.499999999999996,8495.0,73.8,11920.0
Vernieling en beschadiging,Gelderland (PV),2011,663768,663768,52155.0,42.0,26.1,7545.0,72.9,10080.0
Vernieling en beschadiging,Gelderland (PV),2012,663774,663774,47195.0,39.0,23.400000000000006,6555.0,86.89999999999999,8845.0
Vernieling en beschadiging,Gelderland (PV),2013,663780,663780,40220.0,35.0,20.0,5635.0,95.0,7675.0
Vernieling en beschadiging,Gelderland (PV),2014,663786,663786,37430.0,36.0,18.5,5785.0,94.30000000000001,7615.0
Vernieling en beschadiging,Gelderland (PV),2015,663792,663792,34305.0,35.0,17.0,5695.0,104.4,8025.0
Vernieling en beschadiging,Gelderland (PV),2016,663798,663798,33230.0,35.0,16.3,5460.0,97.4,7255.0
Vernieling en beschadiging,Gelderland (PV),2017,663804,663804,27940.0,35.0,13.7,5090.0,91.7,6480.0
Vernieling en beschadiging,Gelderland (PV),2018,663810,663810,24315.0,31.0,11.7,5245.0,118.9,6240.0
Vernieling en beschadiging,Gelderland (PV),2019,663816,663816,27755.0,33.0,13.400000000000002,5905.0,115.69999999999999,7185.0
Vernieling en beschadiging,Gelderland (PV),2020,663822,663822,28335.0,34.0,13.5,4980.0,105.80000000000001,6775.0
Vernieling en beschadiging,Groningen (PV),2010,663432,663432,17650.0,46.0,30.5,3955.0,114.0,5890.0
Vernieling en beschadiging,Groningen (PV),2011,663438,663438,17075.0,46.0,29.4,3735.0,111.9,5460.0
Vernieling en beschadiging,Groningen (PV),2012,663444,663444,15965.0,44.0,27.4,3260.0,115.1,4495.0
Vernieling en beschadiging,Groningen (PV),2013,663450,663450,13730.0,40.0,23.5,2485.0,143.0,3385.0
Vernieling en beschadiging,Groningen (PV),2014,663456,663456,12285.0,39.0,21.0,1940.0,143.3,2615.0
Vernieling en beschadiging,Groningen (PV),2015,663462,663462,10950.0,37.0,18.7,1790.0,120.29999999999998,2345.0
Vernieling en beschadiging,Groningen (PV),2016,663468,663468,10585.0,35.0,18.0,1750.0,138.3,2120.0
Vernieling en beschadiging,Groningen (PV),2017,663474,663474,10580.0,43.0,18.0,1830.0,138.4,2265.0
Vernieling en beschadiging,Groningen (PV),2018,663480,663480,8930.0,36.0,15.3,1730.0,149.2,2300.0
Vernieling en beschadiging,Groningen (PV),2019,663486,663486,9825.0,39.0,16.6,2030.0,151.4,2860.0
